match_id,game_datetime,game_length,game_version,queue_id,tft_game_type,tft_set_core_name,tft_set_number,placement,level,gold_left,last_round,players_eliminated,time_eliminated,total_damage_to_players,win,companion,traits,units
SG2_132059737,1.76988E+12,2165.566162,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,8,8,0,26,0,1548.384521,33,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_Brawler(units=2,style=1,tier=1/3); TFT16_Defender(units=1,style=0,tier=0/3); TFT16_Demacia(units=1,style=0,tier=0/4); TFT16_Ionia(units=8,style=4,tier=3/4); TFT16_Rapidfire(units=1,style=0,tier=0/4); TFT16_Slayer(units=2,style=1,tier=1/3); TFT16_Sorcerer(units=1,style=0,tier=0/3); TFT16_Warden(units=1,style=0,tier=0/4); TFT16_Yordle(units=1,style=0,tier=0/5)","TFT16_Shen(tier=2)[items=][itemNames=]; TFT16_Yasuo(tier=3)[items=][itemNames=TFT_Item_UnstableConcoction]; TFT16_XinZhao(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=1)[items=][itemNames=TFT_Item_ArchangelsStaff,TFT_Item_ArchangelsStaff]; TFT16_Kennen(tier=2)[items=][itemNames=TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_SpectralGauntlet]; TFT16_Wukong(tier=1)[items=][itemNames=]; TFT16_Yone(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_StatikkShiv,TFT_Item_RapidFireCannon]; TFT16_Yunara(tier=1)[items=][itemNames=TFT_Item_GuinsoosRageblade,TFT_Item_TitansResolve,TFT_Item_InfinityEdge]"
SG2_132052706,1.76988E+12,2181.80249,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,8,7,12,24,0,1484.526855,27,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Blacksmith(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=2,style=0,tier=0/3); TFT16_Longshot(units=1,style=0,tier=0/4); TFT16_Piltover(units=1,style=0,tier=0/3); TFT16_Sorcerer(units=1,style=0,tier=0/3); TFT16_Targon(units=4,style=4,tier=1/1); TFT16_Warden(units=1,style=0,tier=0/4); TFT16_Zaun(units=2,style=0,tier=0/3)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Vi(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=TFT16_Item_LongshotEmblemItem,TFT16_Item_ZaunEmblemItem,TFT16_Item_IxtalEmblemItem]; TFT16_Taric(tier=1)[items=][itemNames=]; TFT16_Diana(tier=1)[items=][itemNames=TFT_Item_TitansResolve,TFT_Item_Bloodthirster,TFT_Item_SparringGloves]; TFT16_Ornn(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]"
SG2_132007074,1.76987E+12,2384.481689,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,2,8,30,37,1,2376.270508,131,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=TFT_Item_SparringGloves]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_DragonsClaw,TFT_Item_GargoyleStoneplate,TFT_Item_FrozenHeart]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_FrozenHeart]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_Leviathan]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Artifact_SeekersArmguard,TFT_Item_SpearOfShojin]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_UnstableConcoction,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=]"
SG2_131994059,1.76987E+12,2124.659424,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,8,8,40,30,0,1809.102783,82,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Brawler(units=1,style=0,tier=0/3); TFT16_Defender(units=3,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=3,style=1,tier=1/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=1,style=4,tier=1/1); TFT16_Yordle(units=1,style=0,tier=0/5)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Kennen(tier=1)[items=][itemNames=]; TFT16_Wukong(tier=2)[items=][itemNames=TFT_Item_DragonsClaw]; TFT16_Swain(tier=2)[items=][itemNames=]; TFT16_Shyvana(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_DragonsClaw]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_Bloodthirster,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction]"
SG2_131843146,1.7698E+12,2191.44043,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,5,8,0,33,1,1969.126831,86,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=TFT_Item_Spatula]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_Redemption,TFT_Item_NightHarvester,TFT_Item_GargoyleStoneplate]; TFT16_Swain(tier=1)[items=][itemNames=]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_Leviathan]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT5_Item_GuinsoosRagebladeRadiant,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_GuinsoosRageblade,TFT_Item_Quicksilver,TFT_Item_TitansResolve]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=TFT_Item_RedBuff]"
SG2_131839094,1.7698E+12,2223.463135,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,3,8,0,35,0,2135.645752,119,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=1,style=0,tier=0/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_Targon(units=4,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=TFT_Item_Spatula]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT5_Item_BrambleVestRadiant,TFT_Item_RedBuff,TFT_Item_Redemption]; TFT16_Diana(tier=2)[items=][itemNames=TFT_Item_TitansResolve,TFT_Item_JeweledGauntlet,TFT_Item_Bloodthirster]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_IonicSpark]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_ArchangelsStaff]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=]"
SG2_131832416,1.7698E+12,2350.939453,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,4,9,3,34,0,2030.869873,117,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=3,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=TFT_Item_RedBuff,TFT_Item_NegatronCloak]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_AdaptiveHelm,TFT_Item_AdaptiveHelm,TFT_Item_AdaptiveHelm]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_AdaptiveHelm,TFT_Item_JeweledGauntlet]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_StatikkShiv,TFT_Item_ForceOfNature]; TFT16_Shyvana(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT5_Item_JeweledGauntletRadiant,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_Bloodthirster,TFT_Item_JeweledGauntlet,TFT5_Item_TrapClawRadiant]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,TFT_Item_ArchangelsStaff]"
SG2_131824720,1.7698E+12,2211.880127,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,2,9,1,37,2,2201.458984,153,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Chronokeeper(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Invoker(units=2,style=1,tier=1/2); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_KindredUnique(units=1,style=3,tier=1/1); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Rapidfire(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_AdaptiveHelm,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_RedBuff,TFT_Item_BrambleVest]; TFT16_Kindred(tier=1)[items=][itemNames=]; TFT16_Zilean(tier=2)[items=][itemNames=]; TFT16_Shyvana(tier=2)[items=][itemNames=]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT16_Item_InvokerEmblemItem,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=2)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Bloodthirster,TFT_Item_TitansResolve]"
SG2_131814522,1.7698E+12,2264.370605,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,6,8,0,30,0,1855.521606,81,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=1,style=0,tier=0/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_Targon(units=4,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=1)[items=][itemNames=TFT_Item_GiantsBelt,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate]; TFT16_Diana(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_TitansResolve,TFT_Item_Bloodthirster]; TFT16_Swain(tier=1)[items=][itemNames=]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_SpearOfShojin,TFT_Item_RabadonsDeathcap]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=]"
SG2_131578769,1.76971E+12,2163.484863,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,4,8,23,33,1,1928.900391,103,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_BrambleVest,TFT_Item_Artifact_LightshieldCrest,TFT_Item_GargoyleStoneplate]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_NegatronCloak,TFT_Item_DragonsClaw]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_Quicksilver,TFT_Item_DragonsClaw]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT5_Item_ArchangelsStaffRadiant,TFT_Item_SpearOfShojin,TFT_Item_SpearOfShojin]; TFT16_Sylas(tier=2)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_SparringGloves]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=]"
SG2_131568716,1.7697E+12,2075.370361,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,1,9,2,34,3,2067.128418,203,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_DarkinWeapon(units=1,style=1,tier=1/3); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=3,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=TFT_Item_BFSword]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT5_Item_SunfireCapeRadiant,TFT_Item_Artifact_AegisOfDusk,TFT_Item_Artifact_LightshieldCrest]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_DragonsClaw,TFT_Item_Redemption,TFT_Item_DragonsClaw]; TFT16_Annie(tier=1)[items=][itemNames=TFT_Item_StatikkShiv,TFT_Item_GuinsoosRageblade,TFT_Item_ForceOfNature]; TFT16_Shyvana(tier=1)[items=][itemNames=TFT_Item_ThiefsGloves,TFT_Item_RunaansHurricane,TFT_Item_Quicksilver]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT16_TheDarkinScythe,TFT4_Item_OrnnTheCollector,TFT_Item_HextechGunblade]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=TFT_Item_ChainVest]"
SG2_131387674,1.76964E+12,2174.337158,Linux Version 16.2.741.3171 (Jan 26 2026/11:02:39) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,2,9,0,35,1,2166.076416,118,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_GargoyleStoneplate,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_Bloodthirster]; TFT16_Annie(tier=1)[items=][itemNames=]; TFT16_Shyvana(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=2)[items=][itemNames=TFT_Item_GuinsoosRageblade,TFT_Item_Bloodthirster,TFT_Item_JeweledGauntlet]; TFT16_AnnieTibbers(tier=1)[items=][itemNames=]"
SG2_131164782,1.76955E+12,2262.591553,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,6,8,20,30,0,1860.874878,76,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Demacia(units=1,style=0,tier=0/4); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Juggernaut(units=1,style=0,tier=0/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=4,style=4,tier=1/1)","TFT16_Neeko(tier=1)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,TFT_Item_Redemption]; TFT16_Taric(tier=1)[items=][itemNames=TFT_Item_ChainVest]; TFT16_Lux(tier=1)[items=][itemNames=]; TFT16_Diana(tier=1)[items=][itemNames=]; TFT16_Swain(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_Bloodthirster,TFT_Item_JeweledGauntlet,TFT_Item_TitansResolve]"
SG2_131164181,1.76955E+12,2169.534424,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,2,8,21,37,3,2158.569824,145,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Emperor(units=1,style=3,tier=1/1); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Magus(units=1,style=0,tier=0/2); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_Shurima(units=1,style=0,tier=0/3); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=3,style=1,tier=1/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=3,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=TFT_Item_AdaptiveHelm,TFT_Item_WarmogsArmor,TFT_Item_Redemption]; TFT16_Diana(tier=1)[items=][itemNames=TFT_Item_HextechGunblade,TFT_Item_Bloodthirster]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_GiantsBelt]; TFT16_Azir(tier=1)[items=][itemNames=]; TFT16_Shyvana(tier=1)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT_Item_UnstableConcoction,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve]"
SG2_131029972,1.76951E+12,2150.960938,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,8,8,17,27,0,1648.790039,47,FALSE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Demacia(units=1,style=0,tier=0/4); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Sorcerer(units=4,style=2,tier=2/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=4,style=4,tier=1/1)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Leona(tier=2)[items=][itemNames=TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_GargoyleStoneplate]; TFT16_Taric(tier=1)[items=][itemNames=]; TFT16_Lux(tier=1)[items=][itemNames=TFT_Item_SparringGloves]; TFT16_Diana(tier=2)[items=][itemNames=]; TFT16_AurelionSol(tier=1)[items=][itemNames=TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_Leviathan]; TFT16_Sylas(tier=1)[items=][itemNames=TFT5_Item_TitansResolveRadiant,TFT_Item_JeweledGauntlet,TFT_Item_SparringGloves]"
SG2_131024310,1.76951E+12,2196.35376,Linux Version 16.2.740.1491 (Jan 21 2026/11:19:28) [PUBLIC] <Releases/16.2>,1100,standard,TFTSet16,16,2,10,1,37,1,2188.098633,139,TRUE,"{'content_ID': 'b3368207-0065-48e6-a909-0ab69dc58267', 'item_ID': 3015, 'skin_ID': 15, 'species': 'PetGrumpyLion'}","TFT16_AurelionSolUnique(units=1,style=3,tier=1/1); TFT16_DarkChild(units=1,style=3,tier=1/1); TFT16_Defender(units=2,style=1,tier=1/3); TFT16_Explorer(units=1,style=0,tier=0/3); TFT16_Harvester(units=1,style=3,tier=1/1); TFT16_Ionia(units=1,style=0,tier=0/4); TFT16_Juggernaut(units=2,style=1,tier=1/3); TFT16_Noxus(units=1,style=0,tier=0/4); TFT16_ShyvanaUnique(units=1,style=3,tier=1/1); TFT16_Sorcerer(units=6,style=4,tier=3/3); TFT16_SylasTrait(units=1,style=3,tier=1/1); TFT16_Targon(units=2,style=4,tier=1/1); TFT16_Vanquisher(units=1,style=0,tier=0/4)","TFT16_Neeko(tier=2)[items=][itemNames=]; TFT16_Ahri(tier=2)[items=][itemNames=]; TFT16_Taric(tier=2)[items=][itemNames=]; TFT16_Swain(tier=2)[items=][itemNames=TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_NightHarvester]; TFT16_Annie(tier=2)[items=][itemNames=TFT_Item_SpearOfShojin,TFT_Item_SpearOfShojin,TFT_Item_UnstableConcoction]; TFT16_Fiddlesticks(tier=1)[items=][itemNames=]; TFT16_Shyvana(tier=2)[items=][itemNames=]; TFT16_AurelionSol(tier=2)[items=][itemNames=TFT_Item_Leviathan,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet]; TFT16_Sylas(tier=2)[items=][itemNames=TFT_Item_Artifact_SeekersArmguard,TFT_Item_Artifact_NavoriFlickerblades,TFT_Item_Bloodthirster]; TFT16_AnnieTibbers(tier=2)[items=][itemNames=TFT_Item_DragonsClaw,TFT_Item_AdaptiveHelm,TFT_Item_BrambleVest]"
